관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명,
운장산자연휴양림,관광지,전라북도 진안군 정천면 휴양림길 77,전라북도 진안군 정천면 갈용리 산 183,35.8947554,127.4257541,19580000,"도로, 관리사무소, 공중화장실3개소, 오수처리장",객실 26,없음,야영장 20개,관리사무소,관리사무소,2000-01-01,400,200,약7㎞에 달하는 운장산 계곡은 원시림과 옥류수가 연중 흐르고 순환임도와 연접하고 여러가지 기암바위들이 자연수목과 조화를 이룬다,063-432-1193,국림자연휴양관리사무소,2019-09-16,4730000,전라북도 진안군,
데미샘자연휴양림,관광지,전라북도 진안군 백운면 데미샘1길 172,전라북도 진안군 백운면 신암리 산1,35.6502973,127.4649739,2000000,"도로, 관리사무소, 공중화장실2개소, 오수처리장",객실 22개소,수영장 1개소,휴양관1개소,관리사무소,관리사무소,2012-05-18,200,100,데미샘은 3개도 10개 시군에 걸쳐 218.6㎞를 흐르는 우리나라에서 4번째로 긴강인 섬진강의 발원지이다,063-290-6991,전라북도,2019-09-16,4730000,전라북도 진안군,
진안고원치유의숲,관광지,전라북도 진안군 정천면 봉학로 171-22,전라북도 진안군 정천면 봉학리 688,35.8751594018,127.4177404590,48545,"도로, 관리사무소, 공중화장실3개소, 오수처리장","펜션 4동 7실, 단체 1동 4실, 에코하우스 1동 22실","공연장, 캠프장, 족구장, 어린이놀이터","작은도서관, 옥녀폭포 산책길",한식당 및 관리사무소,사무실,2012-07-01,200,100,"전국 최초로 설립된 환경성질환 예방교육시설이다. 생활치료 공간으로 교육관과 생활관, 체험관, 유기농식당을 갖추고 있다. 방학과 주말은 물론 평일에도 아토피로 고통받는 어린이와 가족들이 함께행활하면저 치유할수 있다",063-433-1666,대한라이프스타일의학회,2019-09-16,4730000,전라북도 진안군,
가위박물관,관광지,전라북도 진안군 진안읍 마이산로 258,전라북도 진안군 진안읍 단양리 690-4,35.7659189764,127.4150010942,556.99,"전시실, 수장고, 사무실, 뮤지업숍","남부 2개소, 북부 10개소",2개소,"6개소(가위박물관,명인명품관,홍삼스파,산약초타운,역사박물관,마이돈농촌테마공원)",안내실,안내실,2016-12-09,200,100,"세계유일의 가위박물관, 진안가위박물관, 마이산북부에 위치하고 세계 희귀 가위 1,500여점을 소장",063-432-3232,전라북도 진안군,2019-09-16,4730000,전라북도 진안군,
고석정,관광지,강원도 철원군 동송읍 태봉로 1825,강원도 철원군 동송읍 장흥리 20-1,38.1865639,127.2874501,793689,"시설물관리사업소, 주차장, 화장실, 매표소, 오수처리장, 도로 및 광장, 임꺽정상, 분수대관광정보센터, 관광안내소",관광호텔,"다목적운동장, 일반유원시설","잔디광장, 정자, 철원관광정보센터, 농업전시관, 팔각정, 생태탐방로","판매점, 종합휴게소",관광안내소,1977-03-17,166200,628,1977년 국민관광지로 지정된 고석정은 한탄강 중류에 위치한 철원구경의 하나로 강 중앙에 10m 높이의 거대한 기암이 우뚝 솟아 있는 것이 특이한 남한대륙의 유일한 현무암 분출지이며 조선조 초기 임꺽정의 활동무대로도 널리 알려져 있어 많은 전설이 전해지고 있다. 이 곳에서 상류로 약 2km 지점에 직탕폭포와 하류 약 2km 지점에 순담이 위치해 있으며 넓은 잔디광장과 유원시설 등이 있어 어느 때나 관광객이 즐겨 찾고 있다. 또한 시설물관리사업소가 있어 안보관광도 함께 할 수 있는 관광의 최적지이다.,033-450-5534,철원군청 관광과,2019-07-17,4300000,강원도 철원군,
직탕,관광지,강원도 철원군 갈말읍 직탕길 32,강원도 철원군 갈말읍 상사리 552,38.2069176,127.2689997,94530,"도로, 주차장, 화장실, 산책로, 자전거도로, 오수처리장, 관리사무소",,,,,,2001-02-01,85784,192,"천혜의 자연환경을 자랑하는 한탄강 상류지역으로 강을 횡단하여 떨어지는 수직 낙하 폭이 80m의 절벽으로 이루어진 직탕폭포가 있는 곳으로 맑고 깨끗한 풍부한 수량, 빼어난 주상절리 협곡, 절경을 감상하며 뛰어내리는 태봉대교 번지점프, 자연의 맛이 살아 있는 매운탕이 유명한 곳이다. 한탄강 국가지질공원으로 지정받은 지질명소이기도 하다.",033-450-5534,철원군청 관광과,2019-07-17,4300000,강원도 철원군,
마곡사관광지,관광지,,충청남도 공주시 사곡면 운암리 731-2,36.5561713566,127.020329,125861,화장실+주차장,"펜션, 민박",백범명상길,탬플스테이,음식점,,1994-03-30,5000,100,천년고찰 마곡사 관광지,1899-0088,공주시,2019-09-25,4500000,충청남도 공주시,
공주문화관광지,관광지,,충청남도 공주시 웅진동 431,36.4707618338,127.1108054958,1029179,화장실+주차장+관리사무소+관광안내소,한옥마을,공산성,"고마센터, 국립박물관",음식점,,2007-09-27,5000,100,백제역사 유적관광지,1899-0088,공주시,2019-09-25,4500000,충청남도 공주시,
산정호수,관광지,경기도 포천시 영북면 산정호수로411번길 5,경기도 포천시 영북면 산정리 451-3,38.065669,127.315722,644500,"관리사무실, 화장실, 주차장",,,,,,1977-03-30,20000,500,백운산에서 흘러내린 맑은 물이 계곡을 이룬곳으로 경관이 수려함,031-538-3363,경기도 포천시청(관광사업과),2019-09-05,5600000,경기도 포천시,
백운계곡,관광지,경기도 포천시 이동면 포화로 236-24,경기도 포천시 이동면 도평리 35,38.072165,127.409889,148000,"관리사무실, 화장실, 주차장",,,,,,1987-09-04,10000,100,"명성산 밑에 위치한 호수로 경관이 둘레길이 잘 조성되어 있고, 가을 억새로 장관을 이룸",031-538-3363,경기도 포천시청(관광사업과),2019-09-05,5600000,경기도 포천시,
진하해수욕장,관광지,울산광역시 울주군 서생면 진하길 7,울산광역시 울주군 진하리 307-2,35.3855388,129.3417320,44000,샤워실+화장실,"펜션, 호텔","산책로, 해양스포츠","카페, 식당",,진하행정봉사실,2016-03-21,50000,300,"수심이 얕고,파도가 잔잔하여 가족단위 해수욕에 알맞은 울산의 대표적 해수욕장",052-204-0333,울산광역시 울주군청,2019-09-03,3730000,울산광역시 울주군,
영남알프스,관광지,울산광역시 울주군 상북면 알프스온천5길 103-8,울산광역시 울주군 상북면 등억알프스리 515-4,35.5563440932,129.067614509,29866000,화장실+안내소,모텔,"영화관, 클라이밍센터","영화관, 카페",,영남알프스복합웰컴센터,2016-03-21,1000000,5000,"울주 서쪽에 자리하고 있는 1,000m높이의 산들이 유럽 알프스와 견주어도 손색이 없어 많은 등산객들이 방문하고 있음",052-204-0343,울산광역시 울주군청,2019-09-03,3730000,울산광역시 울주군,
외고산옹기마을,관광지,울산광역시 울주군 온양읍 외고산 3길 36,울산광역시 울주군 온양읍 고산리 501-18,35.4350940,129.2794859,174580,화장실+안내소,,"산책로, 어린이 놀이터","옹기박물관,민속박물관",,,2016-03-21,500000,500,"전국 최대 규모의 옹기점 집성지,옹기를 만드는 공방과 이를 구웡내는 가마를 볼수있다.",052-204-0334,울산광역시 울주군청,2019-09-03,3730000,울산광역시 울주군,
반구대암각화,관광지,울산광역시 울주군 언양읍 반구대안길 285,울산광역시 울주군 언양읍 대곡리 991,35.6085954,129.172957,117937,암각화박물관+주차장,반구대 팜스테이,산책로,반구대 팜스테이,,관광안내소,2016-03-21,50000,200,"태화강의 한 지류인 대곡천의 너비 10m,높이 3m바위에 새겨진 그림으로 신석기 시대부터 여러시대에 걸쳐 제작된 것으로 보인다.국보 285호",052-254-5724,울산광역시 울주군청,2019-09-03,3730000,울산광역시 울주군,
작괘천,관광지,,울산광역시 울주군 상북면 등억알프스리 18-2,35.563321,129.061043,100000,샤워실+급수대+화장실,"펜션, 야영장","캠핑장,산책로","작천정, 캠핑장",,,2016-03-21,200000,2000,"수백평이나되는 바위가 오랜 세월의 물살에 깎여 움푹움푹파인 형상이 마치 술잔을 걸어둔것과 같다고 해서작괘천이라하며, 사시사철 맑은 물이 흐른다",052-204-2343,울산광역시 울주군청,2019-09-03,3730000,울산광역시 울주군,
대운산 내원암 계곡,관광지,울산광역시 울주군 온양읍 대운상대길 382,울산광역시 울주군 온양읍 운화리 1312,35.3989470,129.2311074,891008,화장실+주차장,,,"산책로, 사찰",,,2016-03-21,200000,500,"깊고 청량한 계곡속의 수려한 연못과폭포, 한번 누워보고 싶은 반석들을 품고 있는 비경이 있음",052-204-2343,울산광역시 울주군청,2019-09-03,3730000,울산광역시 울주군,
간절곶 공원,관광지,울산광역시 울주군 서생면 간절곶해안길 205,울산광역시 울주군 서생면 대송리 2,35.3625312,129.3591079,584984,주차장+화장실,펜션,"산책로,카페","간절곶드라마하우스, 소망우체통",,,2016-03-21,500000,580,한반도에서 가장 해가 먼저 뜨는 대표적 해맞이 장소,052-204-1753,울산광역시 울주군청,2019-09-03,3730000,울산광역시 울주군,
용문산관광지,관광지,경기도 양평군 용문면 용문산로 641,경기도 양평군 용문면 신점리 526-2,37.5452585,127.5830427,382233,"관리사무소, 관광안내소, 화장실, 주차장",야영장,용문산산악오토바이체험장,"야외공연장,양평친환경농업박물관,청춘뮤지엄",,,1971-05-20,5000,798,"용문사, 천년은행나무, 용문산 전투전적비 등 볼거리가 많으며, 맑은 계곡물이 흘러내려와 사계절 내내 가족, 연인들이 찾는 관광지며, 매년 5월에는 양평 용문산 산나물축제가 열리는 곳이기도 함.",031-770-2494,경기도 양평군청,2019-05-31,4170000,경기도 양평군,
어답산관광지,관광지,강원도 횡성군 갑천면 어답산로 516,강원도 횡성군 갑천면 병지방리 539-1,37.5938086138,128.0575207343,256567,"캠핑장, 계곡","민박,펜션",족구장,,,,1999-09-27,10000,400,"병지방계곡,캠핑장",033-340-2545,횡성군청,2019-06-10,4260000,강원도 횡성군,
유현문화관광지,관광지,강원도 횡성군 서원면 경강로유현1길 30,강원도 횡성군 서원면 유현리 1097,37.5293633,127.818847,147959,"성당, 유물전시관",,,,,,2003-04-12,5000,60,"풍수원성당, 유물전시관, 산책로",033-340-2546,횡성군청,2019-06-10,4260000,강원도 횡성군,
웰리힐리파크 관광단지,관광단지,강원도 횡성군 둔내면 고원로 451,강원도 횡성군 둔내면 두원리 204,37.4910069,128.2481666,4830709,"스키장,콘도,골프장",콘도,"유원시설, 공연장",,,,2005-06-15,10000,500,"스키장, 골프장, 곤돌라, 콘도",033-340-3414,신안종합리조트,2019-06-10,4260000,강원도 횡성군,
구드래관광지,관광지,충청남도 부여군 부여읍 구교리 17-4,충청남도 부여군 부여읍 구교리 17-4,36.287127,126.9067822198,148515,광장+선착장+조각공원,,,,,,1969-01-21,45000,300,백마강과 함께 가족단위 공원 심터 및 생활체육을 즐길수 있는 웰빙관광지,041-830-2222,충청남도 부여군청,2019-09-10,4570000,충청남도 부여군,
서동요역사관광지,관광지,충청남도 부여군 충화면 충신로 618,충청남도 부여군 충화면 가화리 313,36.1459506614,126.8248480815,174508,관리사무소+주차장+화장실,수련시설,짚라이더+둘레길,부여군청소년수련원,,,2008-11-20,400,150,역사문화환경을 구축하여 부여 대표 관광명소,041-830-2222,충청남도 부여군청,2019-09-10,4570000,충청남도 부여군,
백제문화관광단지,관광단지,충청남도 부여군 규암면 백제문로 400,충청남도 부여군 규암면 합정리 578,36.3038664947,126.9007710595,3026277,주차장+화장실,휴양콘도미니엄,골프장,백제역사문화관+백제문화단지+롯데아울렛,,,2015-01-12,100000,3000,"고유의 교육적 가치 제고 및 관광, 지역경제 활성화를 위한 슈요자 중심의 체류형 종합 관광단지",041-830-2222,충청남도 부여군청,2019-09-10,4570000,충청남도 부여군,
함평해수찜,관광지,전라남도 함평군 손불면 석산로 61,,35.1005006768,126.4648642536,993,X,,,,,,2000-11-11,500,100,온천과 약찜의 효능을 한꺼번에 즐길수 있음,061-320-1784,함평군,2019-09-24,4960000,전라남도 함평군,
함평자연생태공원,관광지,전라남도 함평군 대동면 학동로 1398-77,,35.1350012302,126.5057010459,597250,바베큐장+공동샤워장+화장실+정자+파고라+세탁실+육묘하우스(3동),,,,,,2000-11-11,500,100,사계절 탐방학습과 생태체험,061-320-2851,함평군,2019-09-24,4960000,전라남도 함평군,
함평양서파충류생태공원,관광지,전라남도 함평군 신광면 학동로 1398-9,,35.13834076,126.4936987,85000,X,,,,,,2000-11-11,500,100,국내 최대 양서파충류 전문 전시관,061-320-2874,함평군,2019-09-24,4960000,전라남도 함평군,
함평엑스포공원,관광지,전라남도 함평군 함평읍 곤재로 27,,35.0561896437,126.5199487210,246907,X,,,,,,2000-11-11,100000,100,아시아생태문화관광지,061-320-2204,함평군,2019-09-24,4960000,전라남도 함평군,
일강김철선생기념관,관광지,전라남도 함평군 신광면 일강로 873-12,,35.1894107331,126.4791613991,10770,X,,,,,,2009-06-29,100,10,독립운동가 김철선생의 애국정신을 재조명하는 교육의 장,061-320-1455,함평군,2019-09-24,4960000,전라남도 함평군,
예천포리관광지,관광지,경상북도 예천군 감천면 복골길 150,경상북도 예천군 감천면 포리 688번지,36.7001580821,128.514204,210241,주차장+화장실+휴게공간,,다목적운동장+체력단련장+전통놀이광장,박물관,,,2004-11-08,600,150,"내성천 지류가 자연석과 어울려 경관이 수려하며, 충효테마공원에서 충효 체험이 가능함.",054-650-6394,경상북도 예천군청,2019-09-10,5230000,경상북도 예천군,
장흥관광지,관광지,경기도 양주시 장흥면 권율로 193,경기도 양주시 장흥면 석현리 산 1,37.7313111838,126.9488973341,390000,관광안내소+화장실+주차장,관광호텔,,캠핑장+미술관,,,1986-12-27,2340,502,"계명산과 송추계곡 등의 우수한 자연경관과 양주시립장욱진미술관, 가나아트파크, 송암스페이스센터 등 풍부한 문화예술체험을 동시에 즐길 수 있음",031-8082-5664,경기도 양주시청,2019-04-18,5590000,경기도 양주시,
괴강,관광지,충청북도 괴산군 괴산읍 충민로검승3길 10,,36.806892,127.8255779,238132,"도로, 주차장, 관리사무소, 이벤트광장","향토음식점, 노변휴게소","극기훈련장, 다목적구장","청소년수련관, 생태학습준비실, 괴강국민여가캠핑장 야외무대, 괴강공원, 농업역사박물관",,녹지,2000-12-27,1000,140,"달천을 중심으로 괴강국민여가캥핑장 농업역사박물관, 각종 체육시설등이 조성된 관광지",043-830-3820,충청북도 괴산군,2019-09-10,4460000,충청북도 괴산군,
수옥정,관광지,충청북도 괴산군 연풍면 수옥정길 174,,36.8135126,128.036232,229469,"주차장, 배수지, 공중화장실, 오수처리장, 관리사무소, 도로 및 광장","호텔, 여관, 펜션",물놀이장,저수지 위락시설,,"녹지, 사찰, 하천 및 저수지",1995-12-08,1000,120,"드라마 촬영등으로 유명한 수옥폭포와 수옥정, 한여름의 더위를 식혀주는 수옥정 물놀이장과 더불어 조령산, 깃대봉 등의 명산이 어우러져 자인이 만들어 낸 천혜의 관광지",043-830-2683,충청북도 괴산군,2019-09-10,4460000,충청북도 괴산군,
수동관광지,관광지,경기도 남양주시 수동면 비룡로 1635,경기도 남양주시 수동면 내방리 254,37.7579791896,127.2753595712,225000,몽골문화촌,,,,,,1983-10-11,100,119,몽골문화촌,031-559-8018,남양주시,2020-01-21,3990000,경기도 남양주시,
석정온천관광지,관광지,전라북도 고창군 고창읍 석정2로 173,전라북도 고창군 고창읍 석정리 733,35.4311109801,126.7405967868,1501011,"도로, 주차장, 공원, 광장 등","펜션, 콘도미니엄","골프장, 스파, 승마장","문화체육센터, 실버휴양촌",-,-,1992-02-24,3000,840,게르마늄 온천을 이용한 온가족이 함께 즐길 수 있는 사계절 휴양 관광지,063-560-2456,고창군,2019-06-20,4780000,전라북도 고창군,
도림사,관광지,전라남도 곡성군 곡성읍 도림로 175,전라남도 곡성군 곡성읍 월봉리 327,35.2670616,127.2576332,242.55,공중화장실,도림사오토캠핑장,,도림사오토캠핑장,,,1990-02-13,1000,100,숲과 계곡이 아름다운 청정도량,061-362-2727,도림사,2019-06-27,4860000,전라남도 곡성군,
섬진강 기차마을,관광지,전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,35.2780945,127.3074651,218369,"기차마을 사무실, 관광안내소, 수유실",기차마을 로즈유스호스텔,"드림랜드, 요술랜드, 미니기차, 기차마을 레일바이크","기차마을 생태학습관, 기차마을 카페",,,2005-06-30,50000,1000,"기차를 테마로 다양한 즐길거리가 구비된 곡성의 대표 관광지로, 3년 연속 한국관광100선에 선정되었음. 매년 세계장미축제와 곡성심청축제가 열리는 주무대",061-360-8636,전라남도 곡성군청,2019-06-27,4860000,전라남도 곡성군,
삼악산(호반),관광지,강원도 춘천시 서면 경춘로 1401-25,강원도 춘천시 서면 신매리 36-1,37.8257142469,127.659368,5948219,도로+관리사무소+산책로 및 자전거도로+레고랜드 주차장+유수지+배수지+오수중계펌프장,콘도미니엄(공사중)+테마빌리지 에코빌리지+스파빌리지,레고랜드 부지(미착공),공원(미착공),판매시설,,1969-01-21,1000,202,"춘천시도기념물로 지정된 삼악산은 주봉인 용화봉과 청운봉, 등선봉 3개가 있어 ''''''''삼악''''''''이라 불리게 되었다. 절벽사이로 크고 작은 폭포들이 이어지고, 그중에 등선폭포가 유명하다. 인근에는 금선사, 신흥사, 흥국사, 상원사 등 많은 문화재들이 있다.",033-250-3668,강원도 춘천시청,2019-08-31,4180000,강원도 춘천시,
청평사,관광지,강원도 춘천시 북산면 오봉산길 580,,37.9866506573,127.8179934768,173405,도로+주차장+하수처리장 1동+관리사무소 2동+매표소 2동+화장실 3동+다목적광장,콘도미니엄 1동+여관 1동+펜션 5동,,야영장+공원+조경휴게지+광장,상가 9동,,1987-06-15,1000,194,"강원도에서 손에 꼽히는 고즈넉한 절, 청평사가 있으며, 오봉산에서 흘러오는 청평사 계곡이 있다. 계곡의 가운데 쯤에는 아름다운 구송폭포가 자리하고 있다.",033-250-4360,강원도 춘천시청,2019-08-31,4180000,강원도 춘천시,
구곡폭포,관광지,강원도 춘천시 남산면 강촌구곡길 254,,37.7970327597,127.6158519723,914206,관리사무소 1동+주차장+공중화장실 4동+주륜장+오수처리장+배수지+도로,,운동시설 1동(미착공),전망휴게소 1동+야생화원(미착공)+생태습지+생태연못+야영장 7동(미착공)+조경휴게지,상가 19동,,1981-02-13,1000,242,"봉화산 근처 아홉구비를 돌아 떨어지는 구곡폭포와 탄성을 자아내는 하늘벽 바위 등 자연경관이 출중한 곳이며, 깔닥재를 넘으면 자연부락인 문배마을까지 볼 수 있다.",033-250-3003,강원도 춘천시청,2019-08-31,4180000,강원도 춘천시,
남원관광지,관광지,전라북도 남원시 양림길 12,전라북도 남원시 어현동 37-19,35.4029489054,127.3866196865,909510,관리사무소 주차장 화장실 등,켄싱턴리조트 춘향가호텔 남원파크 호텔춘향 리버모텔 드라마모텔 마음호텔 등,오리보트장 궁술장,남원랜드 국립국악원 동백연죽전시장 춘향테마파크 향토박물관 사랑의 광장 등,-,-,1985-10-10,1000,255,"남원하면 떠오르는 모든 상징물과 위락시설들을 모아 놓은 종합관광단지이다. 남원시 어현동 일대에 자리하고 있다. 한국관광공사가 조성한 남원관광단지에는 춘향전과 관련된 춘향테마파크, 춘향문화예술회관을 비롯해 국립민속국악원, 남원향토박물관 등의 문화시설이 있다.",063-620-8911,남원시청,2019-09-10,4700000,전라북도 남원시,
방화동가족휴가촌,관광지,전라북도 장수군 번암면 방화동로 778,전라북도 장수군 번암면 사암리 625,35.5925331,127.5283871,250000,"관리사무실, 주차장, 화장실, 샤워실, 취사장","가족휴양동 20실, 다문화체험동 5실","족구장 1식, 체육광장 1식","목재문화체험장, 야영장, 인공폭포",,,1988-02-19,2400,200,전국 8대종산에 속하는 장안산 기슭을 따라 펼쳐지는 맑고 깨끗한 계곡을 끼고 조성된 국민 휴양지,063-350-2471,장수군 산림과,2019-04-16,4750000,전라북도 장수군,
경천대관광지,관광지,경상북도 상주시 사벌면 경천로 652,경상북도 상주시 사벌면 삼덕리 1-13,36.457131,128.247205,209000,관리사무소+주차장+화장실(5동)+관광안내센터+상하수도,경천대펜션,카누장+눈썰매장+써바이벌장,수영장+오토캠핑장+종합유원시설,관광식당,,1987-06-20,3000,213,"낙동강 1,300여 리 물길 중 강의 이름이 되었을 정도로 태고의 신비를 간직한 경천대는 깎아지른 절벽과 노송으로 이루어진 절경이 빼어난 곳으로, 하늘이 스스로 내렸다고 해 자천대라고도 함",054-536-7040,경상북도 상주시청,2019-05-27,5110000,경상북도 상주시,
회상나루관광지,관광지,경상북도 상주시 중동면 갱다불길 97,경상북도 상주시 중동면 회상리 764,36.442044,128.265614,165000,관리사무소+주차장+화장실(2동)+상하수도,객주촌(펜션),학(철새) 전망대,문학관,주막촌(식당),,2013-12-30,1500,159,"낙동강 회상나루의 새로운 해석과 재현을 통해 주막, 역원 등을 소재로 전통한옥으로 지은 주막촌, 객주촌, 낙동강 문학관 등이 조성되어 관광객들에게 편의를 제공함",054-536-7040,경상북도 상주시청,2019-05-27,5110000,경상북도 상주시,
용대관광지,관광지,강원도 인제군 북면 십이선녀탕길 16,강원도 인제군 북면 용대리 1816번지,38.1856116,128.3063631,289754,화장실+주차장,펜션+야영장,다목적운동장+물놀이장,조경휴게지+산림욕장,음식점,,1996-06-01,1500,300,"설악산국립공원의 내설악지역에 위치하고 있으며 십이선녀탕, 만해마을, 백담사, 황태덕장, 하천 등이 관광지 주변이 있음",033-460-2083,강원도 인제군청,2019-09-03,4330000,강원도 인제군,
방동관광지,관광지,강원도 인제군 기린면 방동약수로 89-59,강원도 인제군 기린면 방동리 산31,37.9438713555,128.3962627616,60900,화장실+주차장,펜션+야영장,다목적운동장+물놀이장,조경휴게지+산림욕장,음식점,,2008-06-01,1000,250,기린면 방동지역에 위치하고 있음,033-460-2083,강원도 인제군청,2019-09-03,4330000,강원도 인제군,
오토테마파크,관광지,강원도 인제군 기린면 상하답로 130,,38.0054610,128.2904934,1067964.6,화장실+주차장,호텔+콘도,"모터스포츠 체험관, 자동차경주장",,편의점+음식점,,2014-06-01,1800,900,"우리나라 최초의 자동차테마파크이며, 국제규격의 자동차경주와 4성급 호텔과 콘도미니엄이 설치되어 있음",033-460-2385,강원도 인제군청,2019-09-03,4330000,강원도 인제군,
장성호관광지,관광지,전라남도 장성군 북하면 백양로 591-4,전라남도 장성군 북하면 쌍웅리 산38-1,35.4137325406,126.8508185892,250595,"관리사무소,화장실,주차장 등",임권택시네마테크캠프동,,"문화예술공원,수몰문화관,야외공연장",매점,,1977-08-23,500,200,"문화예술공원,임권택시네마테크,수몰문화관 등이 모여 있는 장성호 상류의 관광지",061-390-7252,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군,
홍길동테마파크,관광지,전라남도 장성군 황룡면 홍길동로 431,전라남도 장성군 황룡면 아곡리 373,35.319264,126.726715,230639,"관리사무소,화장실,주차장 등",청백한옥,"풋살경기장,국궁장,홍길동산채체험관 등",야영장 등,"4D영상관, 홍길동전시관",,2004-05-27,400,200,홍길동의 역사적 문화적 가치를 보존하고 있는 테마파크,061-390-8580,전라남도 장성군청,2019-06-30,4980000,전라남도 장성군,
요트올림픽동산지구,관광지,부산광역시 해운대구 APEC로 30,부산광역시 해운대구 우동 1127-56번지,35.1657833771,129.1350262259,117.958,"관리사무소 1동, 공중화장실 3동, 도로포장, 원형분수 1개소, 연못 1개소, 파고라 1동, 기념동산 1개소,  녹지 1개소,",없음,"놀이광장 1개소, 잔디광장 1개소, 산책로   1개소, 놀이마당 1개소, 어린이놀이터 1개소, 수영장 1동",식물원 1개소+야외전시장,없음,없음,1988-07-19,800000,398,360여척의 요트를 계류할  수 있는 요트경기장이 있는 곳으로 요트와 보트 등이 파란 바다와 마린시티의 마천루를 배경으로 어우러져 이국적인 풍경을 자아내는 곳이다. 각종 국제대회는 물론 해양스포츠와 국제영화제를 비롯한 다양한 문화행사가 개최된다,051-749-4081,부산광역시 해운대구청,2019-05-10,3330000,부산광역시 해운대구,
동백섬,관광지,부산광역시 해운대구 동백로 116,부산광역시 해운대구 우동 708-1번지,35.1523411601,129.1513612209,93.649,"공중화장실 2동, 도로, 전망대 1개소, 수목 및 잔디 1개소",관광호텔 1동,없음,관광유람선 1개소,없음,없음,1988-07-19,700000,101,해운대해수욕장 남쪽 끝에 위치한 동백섬은 율지와 연계된 육계도로 동백섬의 자연 그대롱를 공원으로 조성한 곳으로 2005년 APEC 정상회의 장소인 누리마루 APEC하우스가 자리해 있다.,051-749-4081,부산광역시 해운대구청,2019-05-10,3330000,부산광역시 해운대구,
해운대해수욕장,관광지,부산광역시 해운대구 해운대해변로 264,부산광역시 해운대구 중동 1015번지,35.1591067318,129.1602826829,115.944,"도로, 광장, 공중화장실 4동, 주차장 1개소, 관리사무소 1동, 변전실 1동,",없음,없음,해저  테마수족관,없음,없음,1988-07-19,800000,203,6월부터 9월까지 해수욕장을 개장하여 해수욕을 즐길 수 있다. 수심이 얕고 조수의 변화가 심하지 않아 해마다 천만 명이 넘는 피서색이 찾는다. 또한 매년 해수욕장 개장에 맞춰 다양한 행사와 축제가 개최된다,051-749-4081,부산광역시 해운대구청,2019-05-10,3330000,부산광역시 해운대구,
달맞이동산지구,관광지,부산광역시 해운대구 달맞이길 190,부산광역시 해운대구 중동 산 42-25번지,35.1576803087,129.1825415654,85.845,"공중화장실 2동, 관리사무소 1동, 광장, 도로 및 주차장,",없음,없음,망월정 1동,없음,없음,1988-07-19,700000,76,"벚나무와 송림이 울창하게 들어찬 오솔길로 드라이브 코스로 유명하다. 달맞이 고개 일대에서는 다양한 예술작품을 만날 수 있고, 특히 보름날 달빛에 어우러진 바다 정취는 데이트 코스로 유명하다.",051-749-4081,부산광역시 해운대구청,2019-05-10,3330000,부산광역시 해운대구,
가산산성,관광지,경상북도 칠곡군 동명면 남원리 32-78,경상북도 칠곡군 동명면 남원리 32-78,36.021011,128.590851,293753,사무실+주차장+화장실,,,,,,2012-01-25,10000,200,임진왜란과 병자호란을 겪은후 잇따른 외침에 대비하기 위해 세원진 산성,054-880-8334,경상북도,2019-06-20,5220000,경상북도 칠곡군,
가산산성야영장,관광지,경상북도 칠곡군 동명면 한티로 1034,,36.016196727,128.618108202,109213,사무실+화장실,야영장,,,,전용숙소,2012-01-25,840,220,자연의 정취와 팔공산 사계를 만끽할 수 있는 야영공간,054-880-8300,경상북도,2019-06-20,5220000,경상북도 칠곡군,
구상문학관,관광지,경상북도 칠곡군 왜관읍 구상길 91,,35.983868,128.394441,1611,사무실+화장실+주차장,,,,,,2012-01-25,100,10,프랑스 문인협회 선정 세계 200대 문인중인 구상 시인의 문학관을 느낄 수 있는 곳,054-973-0039,경상북도 칠곡군청,2019-06-20,5220000,경상북도 칠곡군,
다부동전적기념관,관광지,경상북도 칠곡군 가산면 호국로 1486,,36.04644271,128.518874961,18744,관리사무실+화장실+주차장,,,,,,2012-01-25,5000,150,구국의 정신과 평화의 소중함을 전하는 역사가 흐르는 기념관,054-973-6313,경상북도 칠곡군청,2019-06-20,5220000,경상북도 칠곡군,
송정자연휴양림,관광지,경상북도 칠곡군 석적읍 반계3길 88,,36.023323,128.44164062,636297,관리사무실+화장실+주차장+야영장+숙박시설+샤워장+취사장,야영장+펜션,숲체험장,,,전용숙소,2012-01-25,500,100,자연과 사람이 숨 쉬는 곳 도심에서 가까운 휴양림,054-979-6000,경상북도 칠곡군청,2019-06-20,5220000,경상북도 칠곡군,
칠곡보오토캠핑장,관광지,경상북도 칠곡군 약목면 강변서로 110-43,,36.0205909839,128.394566216,30000,전기시설+상하수도시설+화장실+샤워장,,,,,전용숙소,2017-02-23,396,100,산과 강이 어우러진 오토캠핑장,054-974-7997,경상북도 칠곡군청,2019-06-20,5220000,경상북도 칠곡군,
